date,simple_v1,paper_v1,paper_v2
2025-04-21,0.00145700,0.00409800,-0.00230600
2025-04-22,0.00153700,-0.00390800,-0.00110800
2025-04-23,-0.00126700,-0.00117700,-0.00183400
2025-04-24,-0.00132900,-0.00283100,-0.00324800
2025-04-25,0.00263700,0.00332700,0.00130200
2025-04-28,0.00182100,0.00503300,0.00108700
2025-04-30,0.00262800,0.00229100,0.00009100
2025-05-01,0.00345600,0.00516000,0.00732600
2025-05-02,0.00163500,-0.00432400,-0.00668900
2025-05-07,0.00251200,0.00043000,0.00632800
2025-05-08,-0.00246400,0.00362000,-0.00324400
2025-05-09,0.00236300,0.00183600,0.00708100
2025-05-12,0.00692700,0.00690700,0.00543000
2025-05-13,0.00013300,-0.00235100,0.00090600
2025-05-14,0.00278500,0.00142000,0.00194300
2025-05-15,-0.00034400,-0.00734400,-0.00431200
2025-05-16,0.00098400,0.00156400,0.00204300
2025-05-19,0.01081500,0.00301900,0.00637800
2025-05-20,-0.00266100,-0.00622800,-0.00670800
2025-05-21,0.00117900,-0.00089200,0.00131100
2025-05-22,-0.00263900,0.00034900,-0.00035100
2025-05-23,-0.00026200,-0.00047800,0.00095500
2025-05-26,-0.00267500,0.00095000,0.00196300
2025-05-27,-0.00306400,-0.00378100,-0.00373400
2025-05-28,-0.00311400,-0.00056000,-0.00061500
2025-05-29,-0.00213400,0.00338400,0.00341900
2025-05-30,-0.00297300,-0.00440500,0.00070900
2025-06-02,-0.00108900,0.00076000,0.00105900
2025-06-03,-0.00187200,-0.00069900,0.00342700
2025-06-04,0.00218300,-0.00039800,0.00054700
2025-06-05,0.00222500,-0.00148600,0.00065600
2025-06-06,0.00013900,0.00167900,-0.00038000
2025-06-09,0.00162800,0.00084900,-0.00040400
2025-06-10,0.00508900,-0.00450100,-0.00427300
2025-06-11,0.00022600,-0.00083200,0.00293800
2025-06-12,0.00245800,0.00027400,-0.00136000
2025-06-13,-0.00026800,0.00198200,0.00271100
2025-06-16,-0.00577400,0.00271800,-0.00173700
2025-06-17,-0.00097300,0.00156200,0.00098600
2025-06-18,0.00250600,-0.00419700,-0.00157100
2025-06-19,0.00221000,0.00434500,0.00299300
2025-06-20,0.00049100,0.00070900,-0.00077100
2025-06-23,-0.00035100,0.00305700,0.00363400
2025-06-24,-0.00566200,-0.00010400,0.00011400
2025-06-25,0.00261900,-0.00068100,0.00073100
2025-06-26,-0.00218600,0.00163900,-0.00029900
2025-06-27,0.00394300,-0.00067800,0.00192900
2025-06-30,-0.00425200,0.00140000,0.00326800
2025-07-01,-0.00063900,-0.00141900,-0.00014200
2025-07-02,0.00167200,0.00286700,0.00006800
2025-07-03,0.00632800,-0.00226900,0.00385200
2025-07-04,0.00187900,0.00272300,0.00421400
2025-07-07,0.00038900,0.00529800,0.00198400
2025-07-08,-0.00201400,-0.00207100,-0.00342300
2025-07-09,0.00151600,-0.00412300,0.00077200
2025-07-10,0.00132000,-0.00083400,-0.00229400
2025-07-11,0.00271900,-0.00430600,0.00162500
2025-07-14,-0.00081000,0.00024800,-0.00271700
2025-07-15,-0.00218100,-0.00546400,-0.00108300
2025-07-16,0.00048900,-0.00067800,0.00134200
2025-07-17,0.00324900,0.00000100,-0.00122600
2025-07-18,0.00420600,-0.00128300,-0.00064500
2025-07-22,0.00277300,-0.00023100,0.00322500
2025-07-23,-0.00048900,-0.00717800,-0.00152000
2025-07-24,0.00146900,0.00027800,0.00044600
2025-07-25,-0.00033400,-0.00065400,-0.00121500
2025-07-28,0.00175400,-0.00044600,-0.00305900
2025-07-29,0.00173000,-0.00288100,-0.00014200
2025-07-30,0.00140900,0.00110200,0.00127600
2025-07-31,-0.00154300,0.00521200,-0.00335700
2025-08-01,0.00650600,-0.00048500,-0.00263900
2025-08-04,-0.00322600,0.00232200,-0.00188500
2025-08-05,0.00231100,0.00025300,-0.00074700
2025-08-06,0.00422100,0.00103800,0.00183200
2025-08-07,-0.00035400,0.00154300,-0.00099900
2025-08-08,0.00436000,-0.00395100,-0.00151500
2025-08-12,0.00166100,-0.00139300,-0.00169300
2025-08-13,0.00114800,0.00142000,-0.00170700
2025-08-14,-0.00338500,-0.00398700,-0.00153400
2025-08-15,0.00243000,0.00150100,0.00523200
2025-08-18,0.00415100,0.00386000,-0.00021400
2025-08-19,-0.00461100,-0.00469900,0.00681300
2025-08-20,0.00513200,0.00398900,-0.00130100
2025-08-21,-0.00116600,0.00101300,0.00321000
2025-08-22,-0.00564900,-0.00212500,-0.00105800
2025-08-25,0.00361200,-0.00236400,0.00398300
2025-08-26,0.00267700,0.00001400,0.00166600
2025-08-27,-0.00259600,0.00309200,-0.00317800
2025-08-28,0.00310200,0.00314000,0.00393700
2025-08-29,0.00108800,0.00103500,0.00335300
2025-09-01,0.00108100,0.00072300,-0.00541200
2025-09-02,0.00402900,0.00498400,0.00159000
2025-09-03,-0.00352500,-0.00253200,0.00019500
2025-09-04,0.00398700,-0.00071700,0.00028200
2025-09-05,0.00054800,-0.00005700,0.00100400
2025-09-08,0.00468500,-0.00181200,0.00041600
2025-09-09,-0.00318800,-0.00316600,-0.00256000
2025-09-10,0.00041300,0.00311400,-0.00383100
2025-09-11,0.00389800,-0.00039500,-0.00175000
2025-09-12,0.00100800,-0.00013100,0.00143400
2025-09-16,-0.00444500,-0.00220000,-0.00303100
2025-09-17,0.00333300,-0.00063400,-0.00078000
2025-09-18,0.00046300,-0.00784500,0.00530700
2025-09-19,-0.00210500,-0.00194900,0.00105000
2025-09-22,-0.00104000,0.00118300,-0.00722900
2025-09-24,0.00239700,-0.00167200,0.00033400
2025-09-25,-0.00004400,0.00107800,-0.00114300
2025-09-26,-0.00187700,-0.00285700,-0.00108400
2025-09-29,0.00567500,0.00477000,0.00053000
2025-09-30,0.00335400,0.00025400,0.00136400
2025-10-01,0.00422400,-0.00497700,0.00259300
2025-10-02,-0.00231700,0.00978700,-0.00851300
2025-10-03,0.00171200,-0.00086000,-0.00170200
2025-10-06,-0.00163600,-0.00815600,-0.00198700
2025-10-07,-0.00180800,0.00140300,0.00491500
2025-10-08,0.00431400,-0.00019400,-0.00484700
2025-10-09,-0.00379900,0.00488200,-0.00013600
2025-10-10,-0.00028100,0.00230000,0.00542600
2025-10-14,-0.00171500,0.00039500,-0.00690600
2025-10-15,-0.00287400,-0.00151400,0.00391500
2025-10-16,0.00507600,0.00167800,0.00428300
2025-10-17,0.00095300,-0.00498400,0.00430600
2025-10-20,0.00070900,0.00138100,0.00589900
2025-10-21,0.00064500,0.00259100,-0.00097400
2025-10-22,0.00960500,-0.00087400,-0.00304000
2025-10-23,0.00025500,0.00534300,-0.00094200
2025-10-24,,,
2025-10-27,-0.00155000,0.00225400,-0.00283700
2025-10-28,0.00175300,-0.00023300,0.00422700
2025-10-29,0.00661700,-0.00534800,-0.00685000
2025-10-30,-0.00038900,0.00080400,-0.00706900
2025-10-31,-0.00301700,-0.00438000,-0.00701700
2025-11-04,-0.00175100,0.00122700,-0.00188700
2025-11-05,0.00120300,-0.00179700,-0.00021200
2025-11-06,0.00094300,0.00002600,0.00444500
2025-11-07,-0.00411400,0.00350800,-0.00317400
2025-11-10,0.00522300,-0.00052400,0.00109000
2025-11-11,-0.00318600,-0.00294000,0.00263400
2025-11-12,0.00508000,-0.00313900,0.00555600
2025-11-13,0.00208800,0.00434500,-0.00170100
2025-11-14,0.00605000,0.00614000,0.00638900
2025-11-17,-0.00131200,0.00458100,-0.00490000
2025-11-18,0.00532500,-0.00828900,0.01249000
2025-11-19,0.00144700,0.00791200,-0.00388400
2025-11-20,0.00200000,0.00135700,-0.00035200
2025-11-21,0.00356500,0.01427300,0.01030800
2025-11-25,-0.00692900,0.00242100,0.00033900
2025-11-26,-0.00159100,-0.00098700,0.00158100
2025-11-27,-0.00090000,-0.00427800,-0.00252300
